Date,US,East_Coast,Midwest,Gulf_Coast,Rocky_Mountain,West_Coast,Dataset
2024-07-01,4.28,3.96,4.383,3.557,3.721,4.796,Midgrade Reformulated
2024-07-01,4.344,4.199,4.351,3.872,3.933,4.832,Premium All Formulations
2024-07-01,4.169,4.146,4.19,3.876,3.913,4.563,Premium Conventional
2024-07-01,4.547,4.267,4.826,3.867,4.005,4.945,Premium Reformulated
2024-07-01,3.479,3.389,3.415,3.071,3.351,4.236,Regular All Formulations
2024-07-01,3.371,3.367,3.348,3.052,3.376,3.997,Regular Conventional
2024-07-01,3.71,3.434,3.811,3.108,3.255,4.385,Regular Reformulated
2024-07-08,3.608,3.558,3.448,3.151,3.552,4.36,All Grades All Formulations
2024-07-08,3.472,3.52,3.367,3.159,3.564,4.081,All Grades Conventional
2024-07-08,3.876,3.631,3.896,3.135,3.506,4.519,All Grades Reformulated
2024-07-08,4.013,3.914,3.818,3.532,3.743,4.664,Midgrade All Formulations
2024-07-08,3.818,3.85,3.686,3.552,3.725,4.36,Midgrade Conventional
2024-07-08,4.295,4.024,4.319,3.496,3.809,4.795,Midgrade Reformulated
2024-07-08,4.367,4.258,4.313,3.853,4.015,4.847,Premium All Formulations
2024-07-08,4.191,4.209,4.158,3.885,3.991,4.545,Premium Conventional
2024-07-08,4.573,4.322,4.771,3.807,4.097,4.973,Premium Reformulated
2024-07-08,3.489,3.45,3.367,3.058,3.431,4.226,Regular All Formulations
2024-07-08,3.384,3.429,3.303,3.073,3.458,3.983,Regular Conventional
2024-07-08,3.717,3.492,3.753,3.029,3.328,4.377,Regular Reformulated
2024-07-15,3.614,3.573,3.45,3.204,3.504,4.325,All Grades All Formulations
2024-07-15,3.476,3.537,3.358,3.184,3.53,4.061,All Grades Conventional
2024-07-15,3.887,3.643,3.958,3.243,3.407,4.475,All Grades Reformulated
2024-07-15,4.014,3.931,3.83,3.583,3.672,4.626,Midgrade All Formulations
2024-07-15,3.822,3.872,3.68,3.572,3.67,4.34,Midgrade Conventional
2024-07-15,4.294,4.032,4.402,3.6,3.68,4.75,Midgrade Reformulated
2024-07-15,4.371,4.274,4.32,3.914,3.978,4.815,Premium All Formulations
2024-07-15,4.197,4.228,4.146,3.924,3.969,4.525,Premium Conventional
2024-07-15,4.576,4.335,4.831,3.9,4.008,4.936,Premium Reformulated
2024-07-15,3.496,3.466,3.369,3.11,3.386,4.191,Regular All Formulations
2024-07-15,3.388,3.446,3.293,3.097,3.426,3.964,Regular Conventional
2024-07-15,3.731,3.505,3.816,3.138,3.233,4.332,Regular Reformulated
2024-07-22,3.587,3.518,3.507,3.142,3.44,4.266,All Grades All Formulations
2024-07-22,3.451,3.468,3.403,3.134,3.476,4.012,All Grades Conventional
2024-07-22,3.855,3.614,4.077,3.157,3.309,4.411,All Grades Reformulated
2024-07-22,3.974,3.87,3.876,3.528,3.605,4.575,Midgrade All Formulations
2024-07-22,3.781,3.795,3.712,3.531,3.612,4.3,Midgrade Conventional
2024-07-22,4.254,4.0,4.495,3.523,3.581,4.694,Midgrade Reformulated
2024-07-22,4.331,4.227,4.38,3.857,3.911,4.725,Premium All Formulations
2024-07-22,4.162,4.157,4.19,3.872,3.908,4.482,Premium Conventional
2024-07-22,4.528,4.316,4.941,3.833,3.923,4.827,Premium Reformulated
2024-07-22,3.471,3.409,3.426,3.047,3.323,4.137,Regular All Formulations
2024-07-22,3.364,3.377,3.339,3.046,3.375,3.912,Regular Conventional
2024-07-22,3.703,3.474,3.938,3.049,3.132,4.277,Regular Reformulated
2024-07-29,3.598,3.504,3.557,3.189,3.512,4.233,All Grades All Formulations
2024-07-29,3.467,3.464,3.446,3.15,3.528,4.004,All Grades Conventional
2024-07-29,3.856,3.579,4.169,3.266,3.453,4.364,All Grades Reformulated
2024-07-29,3.982,3.86,3.93,3.577,3.683,4.535,Midgrade All Formulations
2024-07-29,3.797,3.796,3.755,3.542,3.676,4.288,Midgrade Conventional
2024-07-29,4.251,3.971,4.594,3.639,3.707,4.642,Midgrade Reformulated
2024-07-29,4.333,4.214,4.431,3.907,3.975,4.687,Premium All Formulations
2024-07-29,4.177,4.161,4.23,3.89,3.952,4.465,Premium Conventional
2024-07-29,4.516,4.281,5.025,3.932,4.052,4.78,Premium Reformulated
2024-07-29,3.484,3.395,3.476,3.094,3.395,4.106,Regular All Formulations
2024-07-29,3.381,3.373,3.382,3.062,3.425,3.906,Regular Conventional
2024-07-29,3.706,3.439,4.031,3.159,3.283,4.231,Regular Reformulated
2024-08-05,3.563,3.484,3.509,3.105,3.553,4.207,All Grades All Formulations
2024-08-05,3.444,3.462,3.408,3.091,3.588,3.962,All Grades Conventional
2024-08-05,3.797,3.526,4.059,3.134,3.427,4.346,All Grades Reformulated
2024-08-05,3.955,3.85,3.874,3.498,3.735,4.507,Midgrade All Formulations
2024-08-05,3.784,3.804,3.714,3.497,3.754,4.23,Midgrade Conventional
2024-08-05,4.202,3.928,4.484,3.5,3.671,4.627,Midgrade Reformulated
2024-08-05,4.302,4.193,4.382,3.823,4.015,4.661,Premium All Formulations
2024-08-05,4.159,4.161,4.198,3.829,4.012,4.421,Premium Conventional
2024-08-05,4.47,4.235,4.925,3.813,4.026,4.761,Premium Reformulated
2024-08-05,3.448,3.375,3.428,3.01,3.435,4.08,Regular All Formulations
2024-08-05,3.357,3.37,3.344,3.003,3.482,3.866,Regular Conventional
2024-08-05,3.644,3.384,3.92,3.026,3.259,4.213,Regular Reformulated
2024-08-12,3.53,3.436,3.475,3.093,3.533,4.201,All Grades All Formulations
2024-08-12,3.414,3.398,3.386,3.113,3.57,3.971,All Grades Conventional
2024-08-12,3.761,3.51,3.963,3.055,3.401,4.331,All Grades Reformulated
2024-08-12,3.926,3.8,3.856,3.474,3.717,4.499,Midgrade All Formulations
2024-08-12,3.757,3.739,3.706,3.506,3.737,4.241,Midgrade Conventional
2024-08-12,4.17,3.908,4.425,3.418,3.645,4.611,Midgrade Reformulated
2024-08-12,4.274,4.148,4.341,3.811,3.999,4.664,Premium All Formulations
2024-08-12,4.132,4.101,4.176,3.857,3.997,4.438,Premium Conventional
2024-08-12,4.44,4.21,4.829,3.747,4.003,4.758,Premium Reformulated
2024-08-12,3.414,3.326,3.394,2.999,3.414,4.072,Regular All Formulations
2024-08-12,3.326,3.306,3.322,3.026,3.463,3.875,Regular Conventional
2024-08-12,3.606,3.369,3.821,2.945,3.233,4.195,Regular Reformulated
2024-08-19,3.5,3.41,3.403,3.091,3.592,4.186,All Grades All Formulations
2024-08-19,3.375,3.372,3.319,3.069,3.608,3.955,All Grades Conventional
2024-08-19,3.747,3.483,3.864,3.134,3.533,4.319,All Grades Reformulated
2024-08-19,3.906,3.775,3.782,3.484,3.785,4.484,Midgrade All Formulations
2024-08-19,3.727,3.71,3.636,3.47,3.782,4.223,Midgrade Conventional
2024-08-19,4.167,3.888,4.335,3.507,3.796,4.597,Midgrade Reformulated
2024-08-19,4.252,4.126,4.273,3.813,4.057,4.651,Premium All Formulations
2024-08-19,4.101,4.076,4.113,3.804,4.034,4.428,Premium Conventional
2024-08-19,4.429,4.19,4.742,3.824,4.134,4.744,Premium Reformulated
2024-08-19,3.382,3.299,3.322,2.996,3.471,4.058,Regular All Formulations
2024-08-19,3.286,3.28,3.255,2.982,3.5,3.858,Regular Conventional
2024-08-19,3.592,3.34,3.72,3.024,3.361,4.183,Regular Reformulated
2024-08-26,3.433,3.365,3.289,2.991,3.474,4.18,All Grades All Formulations
2024-08-26,3.301,3.328,3.208,2.987,3.493,3.927,All Grades Conventional
2024-08-26,3.693,3.438,3.73,2.998,3.406,4.324,All Grades Reformulated
2024-08-26,3.842,3.732,3.654,3.391,3.642,4.473,Midgrade All Formulations
2024-08-26,3.652,3.665,3.516,3.398,3.637,4.186,Midgrade Conventional
2024-08-26,4.119,3.849,4.178,3.378,3.66,4.597,Midgrade Reformulated
2024-08-26,4.201,4.085,4.158,3.72,3.947,4.654,Premium All Formulations
2024-08-26,4.036,4.035,4.002,3.73,3.928,4.402,Premium Conventional
2024-08-26,4.394,4.151,4.62,3.707,4.013,4.759,Premium Reformulated
2024-08-26,3.313,3.254,3.208,2.894,3.357,4.05,Regular All Formulations
2024-08-26,3.212,3.235,3.144,2.899,3.389,3.83,Regular Conventional
2024-08-26,3.534,3.294,3.585,2.885,3.238,4.187,Regular Reformulated
2024-09-02,3.411,3.345,3.25,2.94,3.521,4.232,All Grades All Formulations
2024-09-02,3.281,3.316,3.175,2.964,3.526,3.936,All Grades Conventional
2024-09-02,3.674,3.401,3.666,2.89,3.501,4.402,All Grades Reformulated
2024-09-02,3.835,3.711,3.625,3.342,3.69,4.507,Midgrade All Formulations
2024-09-02,3.642,3.656,3.486,3.383,3.674,4.185,Midgrade Conventional
2024-09-02,4.116,3.808,4.153,3.267,3.747,4.647,Midgrade Reformulated
2024-09-02,4.196,4.079,4.112,3.667,4.003,4.725,Premium All Formulations
2024-09-02,4.023,4.032,3.966,3.702,3.963,4.427,Premium Conventional
2024-09-02,4.407,4.141,4.559,3.615,4.15,4.849,Premium Reformulated
2024-09-02,3.289,3.233,3.171,2.844,3.401,4.101,Regular All Formulations
2024-09-02,3.191,3.223,3.112,2.876,3.421,3.838,Regular Conventional
2024-09-02,3.509,3.255,3.524,2.778,3.323,4.265,Regular Reformulated
2024-09-09,3.36,3.262,3.179,2.898,3.474,4.238,All Grades All Formulations
2024-09-09,3.211,3.225,3.11,2.878,3.499,3.907,All Grades Conventional
2024-09-09,3.654,3.334,3.555,2.937,3.383,4.428,All Grades Reformulated
2024-09-09,3.791,3.637,3.546,3.302,3.645,4.535,Midgrade All Formulations
2024-09-09,3.576,3.572,3.417,3.3,3.649,4.166,Midgrade Conventional
2024-09-09,4.103,3.749,4.037,3.304,3.629,4.695,Midgrade Reformulated
2024-09-09,4.153,3.992,4.042,3.641,3.945,4.732,Premium All Formulations
2024-09-09,3.957,3.942,3.901,3.63,3.931,4.388,Premium Conventional
2024-09-09,4.383,4.056,4.459,3.657,3.995,4.875,Premium Reformulated
2024-09-09,3.236,3.149,3.098,2.8,3.357,4.104,Regular All Formulations
2024-09-09,3.12,3.13,3.046,2.788,3.394,3.809,Regular Conventional
2024-09-09,3.488,3.188,3.407,2.824,3.212,4.289,Regular Reformulated
2024-09-16,3.307,3.198,3.085,2.826,3.523,4.273,All Grades All Formulations
2024-09-16,3.15,3.165,3.017,2.825,3.527,3.91,All Grades Conventional
2024-09-16,3.618,3.263,3.458,2.828,3.508,4.48,All Grades Reformulated
2024-09-16,3.755,3.572,3.447,3.236,3.719,4.572,Midgrade All Formulations
2024-09-16,3.527,3.512,3.319,3.245,3.703,4.169,Midgrade Conventional
2024-09-16,4.087,3.678,3.937,3.219,3.778,4.747,Midgrade Reformulated
2024-09-16,4.119,3.933,3.954,3.567,3.996,4.776,Premium All Formulations
2024-09-16,3.911,3.893,3.814,3.576,3.96,4.397,Premium Conventional
2024-09-16,4.363,3.987,4.367,3.554,4.12,4.934,Premium Reformulated
2024-09-16,3.18,3.085,3.005,2.728,3.4,4.136,Regular All Formulations
2024-09-16,3.057,3.069,2.953,2.735,3.417,3.811,Regular Conventional
2024-09-16,3.447,3.118,3.309,2.712,3.332,4.339,Regular Reformulated
2024-09-23,3.311,3.165,3.156,2.831,3.555,4.247,All Grades All Formulations
2024-09-23,3.166,3.14,3.093,2.832,3.553,3.887,All Grades Conventional
2024-09-23,3.597,3.214,3.505,2.829,3.564,4.452,All Grades Reformulated
2024-09-23,3.751,3.539,3.517,3.238,3.744,4.549,Midgrade All Formulations
2024-09-23,3.532,3.484,3.396,3.245,3.72,4.153,Midgrade Conventional
2024-09-23,4.068,3.635,3.976,3.225,3.828,4.721,Midgrade Reformulated
2024-09-23,4.108,3.896,4.013,3.572,4.023,4.744,Premium All Formulations
2024-09-23,3.913,3.857,3.88,3.589,3.981,4.374,Premium Conventional
2024-09-23,4.338,3.946,4.405,3.548,4.168,4.898,Premium Reformulated
2024-09-23,3.185,3.052,3.077,2.733,3.434,4.111,Regular All Formulations
2024-09-23,3.074,3.045,3.029,2.742,3.446,3.787,Regular Conventional
2024-09-23,3.426,3.067,3.358,2.714,3.391,4.313,Regular Reformulated
2024-09-30,3.303,3.172,3.186,2.793,3.54,4.18,All Grades All Formulations
2024-09-30,3.179,3.169,3.112,2.829,3.533,3.844,All Grades Conventional
2024-09-30,3.548,3.18,3.588,2.722,3.567,4.377,All Grades Reformulated
2024-09-30,3.738,3.548,3.556,3.192,3.761,4.494,Midgrade All Formulations
2024-09-30,3.549,3.521,3.419,3.234,3.739,4.12,Midgrade Conventional
2024-09-30,4.015,3.595,4.07,3.118,3.839,4.664,Midgrade Reformulated
2024-09-30,4.094,3.895,4.058,3.532,3.997,4.686,Premium All Formulations
2024-09-30,3.926,3.889,3.909,3.588,3.946,4.335,Premium Conventional
2024-09-30,4.292,3.902,4.494,3.453,4.175,4.836,Premium Reformulated
2024-09-30,3.179,3.06,3.105,2.695,3.415,4.042,Regular All Formulations
2024-09-30,3.087,3.073,3.048,2.739,3.421,3.743,Regular Conventional
2024-09-30,3.378,3.034,3.44,2.605,3.392,4.233,Regular Reformulated
2024-10-07,3.26,3.121,3.117,2.823,3.388,4.164,All Grades All Formulations
2024-10-07,3.117,3.096,3.046,2.811,3.391,3.81,All Grades Conventional
2024-10-07,3.545,3.171,3.505,2.845,3.376,4.371,All Grades Reformulated
2024-10-07,3.692,3.498,3.484,3.225,3.562,4.476,Midgrade All Formulations
2024-10-07,3.474,3.445,3.352,3.219,3.539,4.059,Midgrade Conventional
2024-10-07,4.014,3.592,3.985,3.235,3.644,4.665,Midgrade Reformulated
2024-10-07,4.049,3.844,3.982,3.559,3.851,4.661,Premium All Formulations
2024-10-07,3.857,3.809,3.845,3.555,3.806,4.293,Premium Conventional
2024-10-07,4.276,3.889,4.387,3.565,4.008,4.818,Premium Reformulated
2024-10-07,3.136,3.009,3.036,2.725,3.271,4.027,Regular All Formulations
2024-10-07,3.026,3.002,2.982,2.723,3.29,3.712,Regular Conventional
2024-10-07,3.377,3.025,3.36,2.729,3.197,4.229,Regular Reformulated
2024-10-14,3.294,3.154,3.181,2.83,3.383,4.183,All Grades All Formulations
2024-10-14,3.158,3.121,3.111,2.863,3.405,3.833,All Grades Conventional
2024-10-14,3.562,3.216,3.564,2.765,3.305,4.388,All Grades Reformulated
2024-10-14,3.719,3.527,3.554,3.216,3.589,4.493,Midgrade All Formulations
2024-10-14,3.513,3.47,3.425,3.252,3.587,4.087,Midgrade Conventional
2024-10-14,4.021,3.626,4.043,3.153,3.595,4.677,Midgrade Reformulated
2024-10-14,4.077,3.872,4.044,3.559,3.86,4.679,Premium All Formulations
2024-10-14,3.89,3.826,3.9,3.61,3.836,4.316,Premium Conventional
2024-10-14,4.297,3.932,4.467,3.488,3.942,4.834,Premium Reformulated
2024-10-14,3.171,3.042,3.1,2.735,3.258,4.047,Regular All Formulations
2024-10-14,3.069,3.028,3.047,2.776,3.296,3.735,Regular Conventional
2024-10-14,3.394,3.072,3.416,2.649,3.12,4.247,Regular Reformulated
2024-10-21,3.268,3.165,3.087,2.817,3.346,4.17,All Grades All Formulations
2024-10-21,3.135,3.155,3.023,2.824,3.399,3.824,All Grades Conventional
2024-10-21,3.53,3.184,3.432,2.802,3.154,4.373,All Grades Reformulated
2024-10-21,3.7,3.542,3.451,3.211,3.545,4.481,Midgrade All Formulations
2024-10-21,3.501,3.509,3.328,3.219,3.583,4.086,Midgrade Conventional
2024-10-21,3.993,3.598,3.917,3.198,3.414,4.661,Midgrade Reformulated
2024-10-21,4.058,3.885,3.948,3.551,3.823,4.665,Premium All Formulations
2024-10-21,3.881,3.868,3.821,3.566,3.827,4.314,Premium Conventional
2024-10-21,4.267,3.908,4.324,3.53,3.809,4.814,Premium Reformulated
2024-10-21,3.144,3.054,3.006,2.72,3.221,4.034,Regular All Formulations
2024-10-21,3.044,3.061,2.959,2.737,3.288,3.725,Regular Conventional
2024-10-21,3.361,3.039,3.285,2.685,2.972,4.233,Regular Reformulated
2024-10-28,3.22,3.156,3.003,2.742,3.324,4.11,All Grades All Formulations
2024-10-28,3.097,3.153,2.945,2.774,3.362,3.794,All Grades Conventional
2024-10-28,3.466,3.16,3.324,2.679,3.186,4.295,All Grades Reformulated
2024-10-28,3.654,3.528,3.367,3.136,3.524,4.421,Midgrade All Formulations
2024-10-28,3.465,3.498,3.249,3.173,3.543,4.055,Midgrade Conventional
2024-10-28,3.933,3.58,3.814,3.07,3.456,4.587,Midgrade Reformulated
2024-10-28,4.012,3.869,3.867,3.467,3.804,4.608,Premium All Formulations
2024-10-28,3.843,3.857,3.748,3.504,3.792,4.276,Premium Conventional
2024-10-28,4.211,3.885,4.217,3.414,3.842,4.75,Premium Reformulated
2024-10-28,3.097,3.045,2.923,2.646,3.198,3.973,Regular All Formulations
2024-10-28,3.005,3.06,2.88,2.688,3.251,3.696,Regular Conventional
2024-10-28,3.296,3.014,3.177,2.562,3.002,4.152,Regular Reformulated
2024-11-04,3.191,3.102,3.017,2.716,3.228,4.08,All Grades All Formulations
2024-11-04,3.065,3.092,2.964,2.715,3.272,3.771,All Grades Conventional
2024-11-04,3.441,3.122,3.309,2.717,3.071,4.261,All Grades Reformulated
2024-11-04,3.616,3.474,3.374,3.114,3.428,4.386,Midgrade All Formulations
2024-11-04,3.423,3.435,3.267,3.113,3.454,4.03,Midgrade Conventional
2024-11-04,3.902,3.541,3.78,3.115,3.336,4.547,Midgrade Reformulated
2024-11-04,3.977,3.817,3.877,3.447,3.707,4.572,Premium All Formulations
2024-11-04,3.805,3.793,3.766,3.445,3.702,4.252,Premium Conventional
2024-11-04,4.18,3.848,4.205,3.449,3.724,4.709,Premium Reformulated
2024-11-04,3.069,2.992,2.937,2.619,3.103,3.945,Regular All Formulations
2024-11-04,2.975,2.999,2.899,2.629,3.16,3.673,Regular Conventional
2024-11-04,3.272,2.976,3.162,2.6,2.889,4.119,Regular Reformulated
2024-11-11,3.176,3.114,2.946,2.725,3.197,4.059,All Grades All Formulations
2024-11-11,3.054,3.111,2.895,2.775,3.212,3.756,All Grades Conventional
2024-11-11,3.416,3.118,3.226,2.628,3.143,4.232,All Grades Reformulated
2024-11-11,3.613,3.49,3.315,3.117,3.389,4.374,Midgrade All Formulations
2024-11-11,3.421,3.459,3.212,3.174,3.382,4.019,Midgrade Conventional
2024-11-11,3.89,3.543,3.705,3.017,3.413,4.528,Midgrade Reformulated
2024-11-11,3.964,3.831,3.808,3.452,3.665,4.545,Premium All Formulations
2024-11-11,3.799,3.815,3.697,3.517,3.627,4.243,Premium Conventional
2024-11-11,4.155,3.85,4.136,3.36,3.793,4.671,Premium Reformulated
2024-11-11,3.052,3.002,2.866,2.63,3.075,3.924,Regular All Formulations
2024-11-11,2.962,3.017,2.83,2.687,3.106,3.656,Regular Conventional
2024-11-11,3.245,2.971,3.077,2.512,2.96,4.091,Regular Reformulated
2024-11-18,3.168,3.113,2.962,2.728,3.042,4.008,All Grades All Formulations
2024-11-18,3.042,3.112,2.909,2.711,3.06,3.722,All Grades Conventional
2024-11-18,3.414,3.115,3.255,2.762,2.977,4.171,All Grades Reformulated
2024-11-18,3.593,3.488,3.335,3.136,3.223,4.315,Midgrade All Formulations
2024-11-18,3.402,3.468,3.229,3.121,3.22,3.993,Midgrade Conventional
2024-11-18,3.867,3.521,3.735,3.164,3.237,4.454,Midgrade Reformulated
2024-11-18,3.946,3.826,3.825,3.47,3.536,4.485,Premium All Formulations
2024-11-18,3.788,3.825,3.716,3.461,3.509,4.208,Premium Conventional
2024-11-18,4.128,3.827,4.149,3.484,3.626,4.601,Premium Reformulated
2024-11-18,3.046,3.003,2.882,2.629,2.917,3.875,Regular All Formulations
2024-11-18,2.95,3.018,2.844,2.621,2.949,3.622,Regular Conventional
2024-11-18,3.249,2.973,3.108,2.645,2.796,4.034,Regular Reformulated
2024-11-25,3.166,3.122,2.947,2.733,2.951,4.016,All Grades All Formulations
2024-11-25,3.037,3.112,2.888,2.751,2.984,3.716,All Grades Conventional
2024-11-25,3.421,3.142,3.274,2.698,2.833,4.189,All Grades Reformulated
2024-11-25,3.586,3.497,3.319,3.135,3.122,4.318,Midgrade All Formulations
2024-11-25,3.39,3.461,3.203,3.159,3.134,3.985,Midgrade Conventional
2024-11-25,3.871,3.561,3.759,3.093,3.079,4.462,Midgrade Reformulated
2024-11-25,3.95,3.842,3.82,3.471,3.448,4.497,Premium All Formulations
2024-11-25,3.779,3.818,3.691,3.503,3.436,4.206,Premium Conventional
2024-11-25,4.149,3.872,4.202,3.425,3.49,4.619,Premium Reformulated
2024-11-25,3.044,3.011,2.866,2.635,2.828,3.884,Regular All Formulations
2024-11-25,2.946,3.019,2.823,2.661,2.875,3.615,Regular Conventional
2024-11-25,3.254,2.995,3.122,2.582,2.654,4.053,Regular Reformulated
2024-12-02,3.156,3.101,2.984,2.68,2.912,3.995,All Grades All Formulations
2024-12-02,3.027,3.083,2.921,2.7,2.916,3.714,All Grades Conventional
2024-12-02,3.408,3.135,3.329,2.641,2.896,4.157,All Grades Reformulated
2024-12-02,3.574,3.478,3.374,3.084,3.088,4.299,Midgrade All Formulations
2024-12-02,3.375,3.433,3.254,3.109,3.067,3.978,Midgrade Conventional
2024-12-02,3.861,3.554,3.828,3.039,3.161,4.438,Midgrade Reformulated
2024-12-02,3.937,3.825,3.86,3.419,3.407,4.473,Premium All Formulations
2024-12-02,3.767,3.795,3.729,3.451,3.367,4.199,Premium Conventional
2024-12-02,4.134,3.862,4.245,3.374,3.541,4.588,Premium Reformulated
2024-12-02,3.034,2.989,2.902,2.581,2.787,3.863,Regular All Formulations
2024-12-02,2.936,2.99,2.855,2.61,2.807,3.614,Regular Conventional
2024-12-02,3.242,2.988,3.177,2.523,2.715,4.019,Regular Reformulated
2024-12-09,3.131,3.11,2.891,2.702,2.91,3.96,All Grades All Formulations
2024-12-09,3.004,3.112,2.831,2.708,2.927,3.669,All Grades Conventional
2024-12-09,3.379,3.106,3.219,2.689,2.845,4.127,All Grades Reformulated
2024-12-09,3.558,3.484,3.282,3.105,3.086,4.273,Midgrade All Formulations
2024-12-09,3.364,3.462,3.168,3.116,3.08,3.942,Midgrade Conventional
2024-12-09,3.835,3.523,3.712,3.085,3.106,4.416,Midgrade Reformulated
2024-12-09,3.914,3.826,3.768,3.439,3.399,4.44,Premium All Formulations
2024-12-09,3.751,3.822,3.646,3.455,3.373,4.149,Premium Conventional
2024-12-09,4.103,3.829,4.129,3.417,3.485,4.562,Premium Reformulated
2024-12-09,3.008,2.999,2.808,2.603,2.786,3.827,Regular All Formulations
2024-12-09,2.912,3.018,2.764,2.618,2.819,3.569,Regular Conventional
2024-12-09,3.213,2.96,3.07,2.572,2.666,3.988,Regular Reformulated
2024-12-16,3.137,3.102,2.965,2.662,2.964,3.918,All Grades All Formulations
2024-12-16,3.023,3.104,2.909,2.677,2.966,3.641,All Grades Conventional
2024-12-16,3.362,3.098,3.275,2.633,2.957,4.077,All Grades Reformulated
2024-12-16,3.556,3.478,3.349,3.074,3.165,4.225,Midgrade All Formulations
2024-12-16,3.379,3.455,3.24,3.097,3.148,3.918,Midgrade Conventional
2024-12-16,3.813,3.517,3.766,3.034,3.227,4.359,Midgrade Reformulated
2024-12-16,3.911,3.817,3.837,3.406,3.438,4.402,Premium All Formulations
2024-12-16,3.76,3.809,3.717,3.435,3.395,4.133,Premium Conventional
2024-12-16,4.086,3.827,4.191,3.366,3.582,4.515,Premium Reformulated
2024-12-16,3.016,2.991,2.884,2.562,2.839,3.785,Regular All Formulations
2024-12-16,2.933,3.011,2.843,2.586,2.855,3.54,Regular Conventional
2024-12-16,3.196,2.952,3.125,2.515,2.779,3.938,Regular Reformulated
2024-12-23,3.145,3.057,3.016,2.746,3.014,3.912,All Grades All Formulations
2024-12-23,3.025,3.044,2.954,2.744,3.004,3.628,All Grades Conventional
2024-12-23,3.382,3.082,3.353,2.749,3.05,4.074,All Grades Reformulated
2024-12-23,3.564,3.433,3.395,3.153,3.219,4.231,Midgrade All Formulations
2024-12-23,3.374,3.391,3.276,3.157,3.19,3.907,Midgrade Conventional
2024-12-23,3.838,3.504,3.846,3.145,3.323,4.372,Midgrade Reformulated
2024-12-23,3.915,3.779,3.881,3.487,3.491,4.402,Premium All Formulations
2024-12-23,3.753,3.752,3.746,3.499,3.433,4.126,Premium Conventional
2024-12-23,4.103,3.814,4.28,3.47,3.686,4.517,Premium Reformulated
2024-12-23,3.024,2.945,2.935,2.647,2.887,3.775,Regular All Formulations
2024-12-23,2.935,2.95,2.89,2.653,2.892,3.525,Regular Conventional
2024-12-23,3.216,2.935,3.201,2.634,2.869,3.932,Regular Reformulated
2024-12-30,3.128,3.068,2.957,2.712,3.007,3.908,All Grades All Formulations
2024-12-30,3.005,3.063,2.892,2.715,3.012,3.611,All Grades Conventional
2024-12-30,3.37,3.078,3.312,2.708,2.989,4.078,All Grades Reformulated
2024-12-30,3.554,3.447,3.341,3.12,3.21,4.228,Midgrade All Formulations
2024-12-30,3.365,3.416,3.221,3.13,3.192,3.886,Midgrade Conventional
2024-12-30,3.827,3.501,3.799,3.102,3.274,4.376,Midgrade Reformulated
2024-12-30,3.907,3.791,3.829,3.455,3.48,4.405,Premium All Formulations
2024-12-30,3.745,3.775,3.691,3.473,3.436,4.119,Premium Conventional
2024-12-30,4.096,3.811,4.235,3.43,3.627,4.525,Premium Reformulated
2024-12-30,3.006,2.956,2.875,2.613,2.881,3.77,Regular All Formulations
2024-12-30,2.914,2.968,2.827,2.623,2.902,3.507,Regular Conventional
2024-12-30,3.203,2.93,3.161,2.592,2.805,3.935,Regular Reformulated
